address_line_1,address_line_2,city,compliance_status,contract_decision,contribution_amount,contribution_date,cumulative_total,dataset_source,employer,exceeds_cumulative_limit,exceeds_single_limit,first_name,full_name,id,kyc_passed,kyc_status,last_name,occupation,phone,state,unique_id,wallet,zip
686 Cedar Boulevard,,Kansas City,NO_KYC_RECORD,,14.14,2024-12-24,,merged,Accounting Firm,,,Abigail,,,,NOT_FOUND,Rogers,Creative Director,555-6400,MO,EWTKJQKB,0x7af1ee0eb41c03b1e8c9a97ab204c0518581c95e,64101
944 Spruce Boulevard,,Omaha,NO_KYC_RECORD,,1631.51,2024-04-07,,merged,Construction Co,,,Joseph,,,,NOT_FOUND,Murphy,Security Consultant,555-2711,NE,7ZV3BEZO,0x7b224e8bbf01c624e0ca398b36d9ac9edfdf263c,68101
689 Willow Road,,San Jose,NO_KYC_RECORD,,255.14,2024-05-09,,merged,Real Estate Group,,,Kyle,,,,NOT_FOUND,Rivera,Physician,555-5266,CA,C3Z2QOV8,0x7b4e9fcadf8ca8d10d80f3fe649d7329efd1dffe,95101
689 Willow Road,,San Jose,NO_KYC_RECORD,,626.8,2024-06-08,,merged,Real Estate Group,,,Kyle,,,,NOT_FOUND,Rivera,Physician,555-5266,CA,C3Z2QOV8,0x7b4e9fcadf8ca8d10d80f3fe649d7329efd1dffe,95101
689 Willow Road,,San Jose,NO_KYC_RECORD,,238.57,2024-12-18,,merged,Real Estate Group,,,Kyle,,,,NOT_FOUND,Rivera,Physician,555-5266,CA,C3Z2QOV8,0x7b4e9fcadf8ca8d10d80f3fe649d7329efd1dffe,95101
354 Ash Street,,New York,NO_KYC_RECORD,,894.92,2024-01-11,,merged,Law Associates,,,Jose,,,,NOT_FOUND,Rivera,Agent,555-2452,NY,CNPVNIFW,0x7edb2abea6c22946711c2ae65ebbe4f88d419de7,10001
620 Birch Lane,,San Antonio,NO_KYC_RECORD,,764.13,2024-01-07,,merged,Consulting Firm,,,Stephen,,,,NOT_FOUND,Ward,Engineer,555-1782,TX,M22SMOJS,0x813389e2380a9b638316362b070c19bca9955689,78201
620 Birch Lane,,San Antonio,NO_KYC_RECORD,,149.03,2024-06-11,,merged,Consulting Firm,,,Stephen,,,,NOT_FOUND,Ward,Engineer,555-1782,TX,M22SMOJS,0x813389e2380a9b638316362b070c19bca9955689,78201
620 Birch Lane,,San Antonio,NO_KYC_RECORD,,436.81,2024-10-02,,merged,Consulting Firm,,,Stephen,,,,NOT_FOUND,Ward,Engineer,555-1782,TX,M22SMOJS,0x813389e2380a9b638316362b070c19bca9955689,78201
528 Birch Street,,Fresno,NO_KYC_RECORD,,1953.69,2024-06-05,,merged,Tech Solutions Inc,,,Andrea,,,,NOT_FOUND,Watson,Producer,555-4895,CA,KQIIPUPB,0x83a0b9fc0683f66235f5a10affb7d1d7be65ba5a,93701
528 Birch Street,,Fresno,NO_KYC_RECORD,,898.94,2024-08-05,,merged,Tech Solutions Inc,,,Andrea,,,,NOT_FOUND,Watson,Producer,555-4895,CA,KQIIPUPB,0x83a0b9fc0683f66235f5a10affb7d1d7be65ba5a,93701
739 Birch Street,,San Jose,NO_KYC_RECORD,,914.5,2024-07-19,,merged,Telecom Company,,,Benjamin,,,,NOT_FOUND,Miller,Real Estate Agent,555-3542,CA,BN9ZJEK0,0x84f9d70c91b2f60c448b97c20fb50065ed7f4cc2,95101
963 Maple Avenue,,Raleigh,NO_KYC_RECORD,,1563.5,2024-10-07,,merged,Accounting Firm,,,Jeremy,,,,NOT_FOUND,Griffin,Software Engineer,555-4910,NC,K9DQG0A3,0x86cf43195ee25dab7e4b0da464fc250638be3462,27601
554 Pine Place,,Portland,NO_KYC_RECORD,,183.22,2024-05-28,,merged,Media Productions,,,Zachary,,,,NOT_FOUND,Simmons,Designer,555-7442,OR,8H68I9A7,0x8774d1c6bbf3c427725fd2b990f169f3792581ec,97201
554 Pine Place,,Portland,NO_KYC_RECORD,,896.38,2024-08-19,,merged,Media Productions,,,Zachary,,,,NOT_FOUND,Simmons,Designer,555-7442,OR,8H68I9A7,0x8774d1c6bbf3c427725fd2b990f169f3792581ec,97201
918 Oak Place,,Indianapolis,NO_KYC_RECORD,,1288.96,2024-03-28,,merged,Biotech Labs,,,Peter,,,,NOT_FOUND,Cruz,Project Manager,555-3357,IN,ID074SG0,0x87784d374dc663aa06c86e68be590d190a01a94b,46201
336 Oak Boulevard,,Los Angeles,VALID,,522.38,2024-03-26,,merged,Travel Agency,,,Isabella,,,,PASSED,Ellis,Producer,555-6167,CA,D9CLQHB1,0x8778637aa0f7b0f098e8d8fd6aea1b4be8130f6f,90001
336 Oak Boulevard,,Los Angeles,VALID,,724.13,2024-11-14,,merged,Travel Agency,,,Isabella,,,,PASSED,Ellis,Producer,555-6167,CA,D9CLQHB1,0x8778637aa0f7b0f098e8d8fd6aea1b4be8130f6f,90001
420 Spruce Place,,Tampa,NO_KYC_RECORD,,3300,2024-05-01,,merged,Energy Company,,,Brenda,,,,NOT_FOUND,Young,Mechanical Engineer,555-4284,FL,89CM5WVC,0x89050758df62c70764793ea4141dd83d0c29918f,33601
859 Cedar Place,,Washington,NO_KYC_RECORD,,1345.48,2024-03-22,,merged,Investment Bank,,,Emily,,,,NOT_FOUND,Sanchez,Administrator,555-7261,DC,Y98W4QG0,0x8ad1100b8fc3cf674adab8369d29dd583d37f6af,20001
395 Spruce Circle,,San Antonio,NO_KYC_RECORD,,1144.44,2024-02-14,,merged,Construction Co,,,Brandon,,,,NOT_FOUND,Kim,Agent,555-5033,TX,Y0A4GCHY,0x8deb771df348a346e9665651642b84e7612a8cfa,78201
395 Spruce Circle,,San Antonio,NO_KYC_RECORD,,789.78,2024-08-15,,merged,Construction Co,,,Brandon,,,,NOT_FOUND,Kim,Agent,555-5033,TX,Y0A4GCHY,0x8deb771df348a346e9665651642b84e7612a8cfa,78201
108 Cedar Avenue,,Detroit,VALID,,179.71,2024-11-10,,merged,Healthcare Partners,,,Joseph,,,,PASSED,Edwards,Network Engineer,555-3979,MI,U6NQV6BX,0x90ec8941158a155fa43c5380f310082694f3350f,48201
858 Willow Place,,Virginia Beach,NO_KYC_RECORD,,1730.25,2024-12-14,,merged,Construction Co,,,Dennis,,,,NOT_FOUND,Roberts,Engineer,555-8252,VA,VLI8N7T0,0x915cae980ea6f1dc227290e763860c6edfed97be,23451
993 Oak Boulevard,,Oakland,NO_KYC_RECORD,,1526.06,2024-02-19,,merged,Education First,,,Justin,,,,NOT_FOUND,Murray,CPA,555-8023,CA,NK71KXKQ,0x9179e979c6f88a2e5bb7452b9184f81b2fc72b2e,94601
173 Pine Court,,Sacramento,NO_KYC_RECORD,,859.96,2024-02-21,,merged,Energy Company,,,Jennifer,,,,NOT_FOUND,Williams,Software Engineer,555-5736,CA,8KAP8OKK,0x947d80c2e24bddd798547911375235b11956d6e8,95801
173 Pine Court,,Sacramento,NO_KYC_RECORD,,460,2024-12-08,,merged,Energy Company,,,Jennifer,,,,NOT_FOUND,Williams,Software Engineer,555-5736,CA,8KAP8OKK,0x947d80c2e24bddd798547911375235b11956d6e8,95801
727 Willow Boulevard,,Omaha,NO_KYC_RECORD,,793.62,2024-08-29,,merged,Insurance Corp,,,Emma,,,,NOT_FOUND,Collins,Restaurant Owner,555-7411,NE,XW302M2V,0x96afedef0e3d47eed2c5089a3c77c9433a5d55f3,68101
727 Willow Boulevard,,Omaha,NO_KYC_RECORD,,1097.92,2024-10-22,,merged,Insurance Corp,,,Emma,,,,NOT_FOUND,Collins,Restaurant Owner,555-7411,NE,XW302M2V,0x96afedef0e3d47eed2c5089a3c77c9433a5d55f3,68101
309 Willow Place,,Atlanta,NO_KYC_RECORD,,830.93,2024-12-25,,merged,Tech Solutions Inc,,,Douglas,,,,NOT_FOUND,Peterson,Agent,555-7360,GA,TE036S5O,0x98c9e31d5cefdb7491465fa1ea6140a6eaa89f26,30301
333 Poplar Boulevard,,Portland,NO_KYC_RECORD,,3299.95,2024-05-24,,merged,Tech Solutions Inc,,,Christine,,,,NOT_FOUND,Harris,Marketing Director,555-5836,OR,M91DV3DW,0x9e93a17d9105a0682c40ec8aa268897b68172689,97201
216 Spruce Way,,Boston,VALID,,573.22,2024-09-17,,merged,Hotel Chain,,,Hannah,,,,PASSED,Woods,Underwriter,555-1214,MA,M7SNFIY3,0xa0248529dc5bf1a7ee913e470d88d4ed96744a6c,02101
435 Cedar Way,,Sacramento,NO_KYC_RECORD,,273.43,2024-11-25,,merged,Publishing House,,,Victoria,,,,NOT_FOUND,Johnson,Systems Analyst,555-7872,CA,FDMKQED8,0xa0e522d400abacda16bc0f23af0ea42ec991324e,95801
954 Elm Boulevard,,Nashville,VALID,,262.73,2024-05-20,,merged,Music Label,,,Susan,,,,PASSED,Diaz,Research Scientist,555-2828,TN,F8M7G9DL,0xa51697eeedfb8e9d5af175aab64d1c1170dbf12e,37201
954 Elm Boulevard,,Nashville,VALID,,147.46,2024-07-22,,merged,Music Label,,,Susan,,,,PASSED,Diaz,Research Scientist,555-2828,TN,F8M7G9DL,0xa51697eeedfb8e9d5af175aab64d1c1170dbf12e,37201
634 Maple Drive,,Minneapolis,NO_KYC_RECORD,,836.6,2024-01-20,,merged,Consulting Firm,,,Jacqueline,,,,NOT_FOUND,Ruiz,Site Supervisor,555-2653,MN,5W2GH215,0xa6f73db471dfbf4fcdbc146bca6f57b4e4a21f36,55401
634 Maple Drive,,Minneapolis,NO_KYC_RECORD,,1013.26,2024-11-27,,merged,Consulting Firm,,,Jacqueline,,,,NOT_FOUND,Ruiz,Site Supervisor,555-2653,MN,5W2GH215,0xa6f73db471dfbf4fcdbc146bca6f57b4e4a21f36,55401
296 Maple Boulevard,,New York,NO_KYC_RECORD,,1433.53,2024-09-27,,merged,Sports Management,,,Brittany,,,,NOT_FOUND,Cook,Producer,555-2747,NY,IZZZXXH2,0xa713dd62d42e06b1b4cb3f2f013c508b1e41da62,10001
339 Birch Court,,Charlotte,VALID,,1833.98,2024-04-06,,merged,Financial Advisory LLC,,,Donna,,,,PASSED,Myers,Professor,555-6145,NC,OX09YVNV,0xa946121fef719d4f0692dd4f7fdfa1f93e03fed8,28201
653 Cedar Place,,Fresno,NO_KYC_RECORD,,119.92,2024-06-10,,merged,Architecture Firm,,,Dennis,,,,NOT_FOUND,Jackson,Financial Analyst,555-5858,CA,DMDT7SNV,0xab8ae0c9c2bcfcd1a1d2c470726590abdc7b42b2,93701
653 Cedar Place,,Fresno,NO_KYC_RECORD,,1931.39,2024-09-15,,merged,Architecture Firm,,,Dennis,,,,NOT_FOUND,Jackson,Financial Analyst,555-5858,CA,DMDT7SNV,0xab8ae0c9c2bcfcd1a1d2c470726590abdc7b42b2,93701
223 Cedar Road,,Raleigh,NO_KYC_RECORD,,346.55,2024-03-26,,merged,Real Estate Group,,,Kevin,,,,NOT_FOUND,Marshall,Security Consultant,555-7242,NC,GR57OCIL,0xaf6893930cf70d8e426d0974d7b6532cd5d29636,27601
223 Cedar Road,,Raleigh,NO_KYC_RECORD,,785.86,2024-04-20,,merged,Real Estate Group,,,Kevin,,,,NOT_FOUND,Marshall,Security Consultant,555-7242,NC,GR57OCIL,0xaf6893930cf70d8e426d0974d7b6532cd5d29636,27601
509 Pine Circle,,Atlanta,VALID,,15.62,2024-02-03,,merged,Hospital Network,,,Kelly,,,,PASSED,Diaz,Systems Analyst,555-6981,GA,6H1RMG77,0xb04cd64de83f984a0587cf8c4af20c920e8fcc4a,30301
509 Pine Circle,,Atlanta,VALID,,361.39,2024-06-16,,merged,Hospital Network,,,Kelly,,,,PASSED,Diaz,Systems Analyst,555-6981,GA,6H1RMG77,0xb04cd64de83f984a0587cf8c4af20c920e8fcc4a,30301
590 Birch Avenue,,Columbus,NO_KYC_RECORD,,42.73,2024-07-08,,merged,Media Productions,,,Maria,,,,NOT_FOUND,Wallace,Editor,555-5668,OH,FQJB26BY,0xb3e6b4fa848d8c51f2a143379e76b27f5304455d,43201
294 Willow Drive,,Omaha,NO_KYC_RECORD,,45.26,2024-09-17,,merged,Tech Solutions Inc,,,Amanda,,,,NOT_FOUND,Fernandez,Attorney,555-7425,NE,NPRNMY4U,0xb3e7c95cc76bd535b1369a9d48ffe8a8a4a3a6b7,68101
774 Ash Street,,Charlotte,VALID,,849.83,2024-08-30,,merged,Film Studio,,,Amanda,,,,PASSED,West,Teacher,555-5523,NC,OTBEOGIR,0xb40ac5b4fbb12a16a036cd2251524f74e67edf23,28201
520 Ash Way,,Fresno,VALID,,830.56,2024-03-12,,merged,Accounting Firm,,,Carolyn,,,,PASSED,Wright,Software Engineer,555-2360,CA,HYRZFLYY,0xb5da13c9a2e6c944909df341735971f35f159f4b,93701
601 Cedar Street,,Tampa,VALID,,1174.41,2024-03-07,,merged,Real Estate Group,,,Nicholas,,,,PASSED,Wright,CEO,555-4533,FL,ZBWLU9BD,0xbc333228bdbf1ab6433082428f9f9ba4efaf6eef,33601
765 Elm Place,,Miami,VALID,,985.14,2024-01-07,,merged,Tech Solutions Inc,,,James,,,,PASSED,Powell,Banker,555-4207,FL,BS2LMXM4,0xbe3499ead82ee1b832ad617e920fcb9420d95c15,33101
765 Elm Place,,Miami,VALID,,784.79,2024-01-18,,merged,Tech Solutions Inc,,,James,,,,PASSED,Powell,Banker,555-4207,FL,BS2LMXM4,0xbe3499ead82ee1b832ad617e920fcb9420d95c15,33101
765 Elm Place,,Miami,VALID,,1529.07,2024-04-01,,merged,Tech Solutions Inc,,,James,,,,PASSED,Powell,Banker,555-4207,FL,BS2LMXM4,0xbe3499ead82ee1b832ad617e920fcb9420d95c15,33101
323 Ash Way,,Milwaukee,NO_KYC_RECORD,,1108.07,2024-02-02,,merged,Tech Startup,,,Carolyn,,,,NOT_FOUND,Williams,Designer,555-8189,WI,2TJUI40V,0xc314a1b0300b7bb183fa4fa72327b992d7b4c803,53201
323 Ash Way,,Milwaukee,NO_KYC_RECORD,,58.07,2024-11-11,,merged,Tech Startup,,,Carolyn,,,,NOT_FOUND,Williams,Designer,555-8189,WI,2TJUI40V,0xc314a1b0300b7bb183fa4fa72327b992d7b4c803,53201
120 Cedar Court,,Columbus,NO_KYC_RECORD,,59.95,2024-06-27,,merged,Logistics Co,,,Scott,,,,NOT_FOUND,Bell,Product Manager,555-1727,OH,7Y6HI04S,0xc35a158bfc9957ec35229112741f64942abbb36b,43201
120 Cedar Court,,Columbus,NO_KYC_RECORD,,128.88,2024-09-28,,merged,Logistics Co,,,Scott,,,,NOT_FOUND,Bell,Product Manager,555-1727,OH,7Y6HI04S,0xc35a158bfc9957ec35229112741f64942abbb36b,43201
949 Willow Drive,,Milwaukee,NO_KYC_RECORD,,507.67,2024-07-24,,merged,Music Label,,,Sara,,,,NOT_FOUND,Vasquez,Software Engineer,555-4727,WI,KMN9ELGG,0xc6e6bd0e707daa49a2b682a80d8a57e607c9e38e,53201
125 Pine Place,,Atlanta,NO_KYC_RECORD,,3300,2024-01-07,,merged,Consulting Firm,,,Laura,,,,NOT_FOUND,Ward,Pilot,555-3473,GA,9R1LB52B,0xc81131c2206dcacd857c8fd22937b17a9edade8b,30301
589 Ash Road,,San Jose,VALID,,1950.42,2024-06-30,,merged,Security Firm,,,Dennis,,,,PASSED,Martin,Creative Director,555-4154,CA,J06OIXBQ,0xc9d6351894be064644e05fa77a3f3363070da9af,95101
297 Birch Court,,Phoenix,NO_KYC_RECORD,,1821.1,2024-03-02,,merged,Insurance Corp,,,James,,,,NOT_FOUND,Jordan,Physician,555-6346,AZ,INYIJ9SW,0xca18afa644b2bc0c608e8c1ad9698976221d56c3,85001
388 Pine Street,,San Francisco,NO_KYC_RECORD,,1939.77,2024-11-19,,merged,Logistics Co,,,Michelle,,,,NOT_FOUND,Jenkins,Game Developer,555-5756,CA,8HMDGSZC,0xce7368011f0d4c47c288448edd4b44236327976a,94102
450 Oak Circle,,Houston,NO_KYC_RECORD,,1394.56,2024-04-24,,merged,Pharmacy Chain,,,Debra,,,,NOT_FOUND,Alvarez,Editor,555-6510,TX,9T7ZT14E,0xcfc1fa19b3e0c3cac56d1bc975212aa5725b732b,77001
958 Spruce Place,,Tampa,NO_KYC_RECORD,,1625.94,2024-02-12,,merged,Pharmacy Chain,,,Olivia,,,,NOT_FOUND,Hayes,Financial Analyst,555-6908,FL,Z9V2TMV2,0xd18e529ab2f0b718e2443b403698490da8b0b0a0,33601
340 Willow Place,,Denver,NO_KYC_RECORD,,1770.13,2024-08-11,,merged,Hospital Network,,,George,,,,NOT_FOUND,Patel,Pharmacist,555-4765,CO,V6YR2VIQ,0xd26dd943f61a6c1254f148e1ff8971dccd051146,80201
177 Poplar Way,,Omaha,NO_KYC_RECORD,,242.39,2024-12-25,,merged,Law Associates,,,Dennis,,,,NOT_FOUND,Lee,Editor,555-2455,NE,ZDLSNM46,0xd3dedbb4a6bce1644f25ba9ceb57e31d515376c1,68101
953 Willow Lane,,Austin,NO_KYC_RECORD,,1786.01,2024-01-23,,merged,Financial Advisory LLC,,,Christian,,,,NOT_FOUND,Butler,Director,555-3971,TX,H3D8ZLEY,0xd9345816116cd600b4d2a3a78c37eee7551ba686,78701
536 Elm Street,,Las Vegas,NO_KYC_RECORD,,594.96,2024-08-12,,merged,Fashion House,,,Dennis,,,,NOT_FOUND,Kennedy,Teacher,555-6049,NV,VPRPDFRK,0xd9695fa9149cbfdd8c75a72588a4ca92a3b117a5,89101
536 Elm Street,,Las Vegas,NO_KYC_RECORD,,747,2024-12-10,,merged,Fashion House,,,Dennis,,,,NOT_FOUND,Kennedy,Teacher,555-6049,NV,VPRPDFRK,0xd9695fa9149cbfdd8c75a72588a4ca92a3b117a5,89101
466 Spruce Avenue,,Washington,NO_KYC_RECORD,,1388.81,2024-03-05,,merged,Consulting Firm,,,Jordan,,,,NOT_FOUND,Tran,Operations Manager,555-9913,DC,V4IHMZWN,0xdce29b140ea98c1288fc73758b4b6789121e89ed,20001
973 Ash Court,,Fort Worth,NO_KYC_RECORD,,1355.48,2024-07-23,,merged,Investment Bank,,,Michelle,,,,NOT_FOUND,Hayes,Software Engineer,555-8237,TX,OWPDCNSA,0xdfc346b38246a7f4e673a6d6304ba681057561b5,76101
973 Ash Court,,Fort Worth,NO_KYC_RECORD,,538.37,2024-11-30,,merged,Investment Bank,,,Michelle,,,,NOT_FOUND,Hayes,Software Engineer,555-8237,TX,OWPDCNSA,0xdfc346b38246a7f4e673a6d6304ba681057561b5,76101
973 Ash Court,,Fort Worth,NO_KYC_RECORD,,587.14,2024-12-22,,merged,Investment Bank,,,Michelle,,,,NOT_FOUND,Hayes,Software Engineer,555-8237,TX,OWPDCNSA,0xdfc346b38246a7f4e673a6d6304ba681057561b5,76101
971 Spruce Court,,Tampa,VALID,,219.96,2024-09-02,,merged,Auto Industries,,,Susan,,,,PASSED,Ramirez,Project Manager,555-1572,FL,C99FD0WM,0xe0493f4d230fbb06510b6314e239317ece100144,33601
971 Spruce Court,,Tampa,VALID,,51.43,2024-12-27,,merged,Auto Industries,,,Susan,,,,PASSED,Ramirez,Project Manager,555-1572,FL,C99FD0WM,0xe0493f4d230fbb06510b6314e239317ece100144,33601
577 Oak Lane,,Indianapolis,NO_KYC_RECORD,,34.18,2024-02-20,,merged,Telecom Company,,,Christina,,,,NOT_FOUND,Parker,Systems Analyst,555-5078,IN,W94BZF6D,0xe0538f86fe2ca2184330103e34d4de7daea201af,46201
498 Pine Circle,,Chicago,VALID,,437.1,2024-05-13,,merged,Food Services,,,Samuel,,,,PASSED,Martin,Security Consultant,555-4625,IL,UG1P460X,0xe2026c7617466af6b694e2f57ceee189ae685bdd,60601
498 Pine Circle,,Chicago,VALID,,1108.98,2024-12-04,,merged,Food Services,,,Samuel,,,,PASSED,Martin,Security Consultant,555-4625,IL,UG1P460X,0xe2026c7617466af6b694e2f57ceee189ae685bdd,60601
538 Pine Drive,,Honolulu,NO_KYC_RECORD,,575.65,2024-09-13,,merged,Healthcare Partners,,,Tyler,,,,NOT_FOUND,Adams,Engineer,555-9026,HI,WTKHNAZW,0xe23ce54ff4ff2439fdde6fbc43f32cf76277bbf3,96801
613 Ash Place,,Albuquerque,NO_KYC_RECORD,,27.51,2024-05-28,,merged,Financial Advisory LLC,,,Willie,,,,NOT_FOUND,Myers,Partner,555-6084,NM,W16RO41P,0xe28eb12c0381ce4f4b121a6c6816b448f569bbf9,87101
799 Ash Place,,Minneapolis,NO_KYC_RECORD,,911.19,2024-09-04,,merged,Art Gallery,,,Nathan,,,,NOT_FOUND,Jones,Project Manager,555-6887,MN,EGCUQSJ6,0xe35eb7275294e6c56afcb2ce3631fd87ed16f91e,55401
334 Ash Drive,,San Antonio,NO_KYC_RECORD,,27,2024-05-25,,merged,Biotech Labs,,,Keith,,,,NOT_FOUND,Vargas,Network Engineer,555-4237,TX,HX1TJEQY,0xe5e7c4760c8ff66f4cfc648aad78ec321e41622f,78201
591 Poplar Way,,Charlotte,NO_KYC_RECORD,,19.32,2024-09-29,,merged,Hospital Network,,,Raymond,,,,NOT_FOUND,Tran,Consultant,555-6800,NC,E0QIM197,0xe9cd7aa390c37c805be81281d2dbcc2f87a6b8a4,28201
116 Elm Avenue,,Charlotte,NO_KYC_RECORD,,589.23,2024-10-26,,merged,Film Studio,,,Helen,,,,NOT_FOUND,Baker,Agent,555-1093,NC,EOP0RWRO,0xf0a6904f179b5cccd9abb57ce3890745e1bb6cf2,28201
812 Spruce Boulevard,,Atlanta,NO_KYC_RECORD,,865.48,2024-03-28,,merged,Sports Management,,,Laura,,,,NOT_FOUND,Alvarez,Network Engineer,555-8531,GA,AE6STQMB,0xf0db28b02e0aefc44f0c8f440689b2e8b2aab742,30301
812 Spruce Boulevard,,Atlanta,NO_KYC_RECORD,,489.5,2024-05-29,,merged,Sports Management,,,Laura,,,,NOT_FOUND,Alvarez,Network Engineer,555-8531,GA,AE6STQMB,0xf0db28b02e0aefc44f0c8f440689b2e8b2aab742,30301
631 Oak Boulevard,,Columbus,NO_KYC_RECORD,,1031.61,2024-03-29,,merged,Insurance Corp,,,Steven,,,,NOT_FOUND,Simmons,Partner,555-2086,OH,8XQ3USL9,0xf4b45c2c886e754735d3a925c01b646749f44422,43201
814 Oak Avenue,,Fresno,NO_KYC_RECORD,,613.34,2024-04-27,,merged,Healthcare Partners,,,Heather,,,,NOT_FOUND,Gonzalez,Site Supervisor,555-7715,CA,ES2FK5CG,0xf4b66f6222fa72269483a2db98ccc67ba33e2488,93701
393 Elm Boulevard,,Chicago,NO_KYC_RECORD,,1891.35,2024-05-12,,merged,Logistics Co,,,Barbara,,,,NOT_FOUND,Martin,Partner,555-8290,IL,0ZAA8WA1,0xf8939b634a74a54acc65e84e6b47b515e2e0ea25,60601
392 Maple Circle,,Kansas City,NO_KYC_RECORD,,1425.87,2024-02-14,,merged,Financial Advisory LLC,,,Katherine,,,,NOT_FOUND,Medina,Physician,555-6505,MO,UULAEUSF,0xf9ffe8604491a3bbdbbcd10ef5c1bb27ca066401,64101
392 Maple Circle,,Kansas City,NO_KYC_RECORD,,291.28,2024-11-10,,merged,Financial Advisory LLC,,,Katherine,,,,NOT_FOUND,Medina,Physician,555-6505,MO,UULAEUSF,0xf9ffe8604491a3bbdbbcd10ef5c1bb27ca066401,64101
